USDZAR,GBPZAR,EURZAR,GBPCNY,EURUSD,GBPUSD,NVDA.Close,AAPL.Close,AMZN.Close,DJT.Close,PDCO.Close,MLGO.Close
-351.05365,-0.08335099,-970.4963,-0.22252212,-964.5204,0.9087181,297.7708,0.7106322,-189.362,-0.50094247,273.6922,0.612724
-613.9411,1.8740036,-628.2435,-0.07364548,-405.74258,0.88663036,196.15657,1.3710215,-355.30728,-0.72403103,85.913826,1.4746197
-230.26512,0.06313132,-23.23165,0.014294652,704.1956,-1.1905688,406.5087,0.526327,-261.16785,0.22242223,-290.20618,0.1453499
-319.15872,-0.44871518,348.48282,0.081616774,101.893326,-1.3109603,-755.59784,1.1488546,-268.24155,-1.1508594,-930.6778,-2.092878
411.63797,-0.33410707,-196.90814,-0.7161044,718.2782,0.14006807,310.13928,1.3136497,-148.91447,1.2377104,159.62924,0.05552205
-129.09297,0.92476803,-157.51447,-0.457644,-845.0585,-0.14937858,161.4035,-0.5507944,-307.81683,-1.6986451,-614.5488,1.6913377
369.95435,1.6980274,-954.0803,-1.5468438,-1453.5044,0.5901679,-311.58762,-1.1957557,-61.68609,-0.6373785,-120.049286,0.28080153
-340.20108,1.9993558,-352.4477,0.3829452,-366.5947,-0.7371692,173.95325,-0.60457426,-152.10889,0.49623784,-665.7349,-0.6016945
-519.16626,-0.88781726,-60.483646,-1.2744716,608.04254,-0.0048944987,344.11108,-0.31654993,357.807,-0.6791744,69.88938,0.27216494
650.792,-1.2937347,-36.886642,-0.743575,-49.32438,2.954127,451.32944,-1.0606177,-22.529663,1.4947622,-174.67764,0.34277183
-392.50168,0.7258407,39.413994,-0.115985274,-205.85138,-0.2048974,407.9127,-0.19319536,-541.5823,0.8271376,-171.28732,-0.58069247
-427.68567,1.7550443,-932.9732,1.4103332,-11.655841,0.97071505,-160.49527,1.1753951,-94.71951,-0.112904094,-70.1933,0.71709025
-450.3524,1.5311563,-577.8476,-0.05168479,-219.79355,0.18119232,96.80362,1.1305579,-892.83527,-1.4384153,121.18655,0.63333225
81.51527,-1.6074779,57.330845,0.94488055,168.85123,0.4066991,-454.8966,-1.5216936,34.468155,-0.18419851,-713.83594,-0.72155905
62.980026,0.6771204,156.51706,-1.2342786,54.718235,-0.23293225,751.11584,-1.1505207,163.46628,0.32809013,-155.96388,0.74160254
-164.36356,-1.3319983,584.7142,-0.72519296,-538.57526,-0.88215125,-592.1875,1.3740155,359.35004,0.14689931,-141.43987,-0.46508548
-406.79626,1.8603181,-214.2759,-0.74560165,-660.16656,-0.94075125,-57.335716,-0.74237525,478.92554,-1.3210055,-149.29008,1.0456635
435.8205,0.18830764,-90.3604,-1.9415385,348.6326,-0.8068903,766.219,-0.45349103,732.6799,0.15026222,624.14935,-0.65987253
-331.36386,1.3049306,173.7432,2.409678,-448.54263,-0.10202712,-172.89,0.57906145,64.51416,-0.59221303,-295.12436,1.3327221
-294.59924,1.6575236,-43.29582,-1.2385702,181.96275,-3.1962163,406.74353,0.3463113,-389.9998,0.8994651,-870.5133,-0.93847424
-25.025263,-1.3603698,53.424397,0.7208609,-70.174965,1.0583303,116.85303,0.46702698,-106.99417,-0.6481748,178.95581,0.1329064
-153.36005,-0.7398965,-31.69215,1.224361,318.2918,0.4852008,130.18983,0.31293792,-113.84804,0.9070449,32.841145,0.3819509
-441.35635,-0.64006466,707.4443,0.91382915,541.3606,-0.9669468,-252.26813,0.89304876,34.265785,-0.5938758,-953.0174,0.44538477
329.14157,1.3370836,-595.741,-0.38466623,-803.9042,1.5064925,161.95198,-0.6261088,-313.0956,-0.59434,-190.44322,-0.0795887
-270.02594,1.9478095,-505.21136,-1.3581638,-258.68463,-0.6600552,562.55756,0.19519731,-16.852636,0.37906995,-235.96,0.4849446
-1041.6819,-0.82773525,92.33873,0.036162756,599.77167,-0.26442954,312.17105,-2.780647,-244.44502,0.34488043,-306.87592,-1.7334366
-95.97963,0.6209643,299.07166,-0.7199868,-176.57303,0.15080903,802.9822,1.9680756,-183.87022,0.045819715,-32.038013,-0.69425774
23.533674,0.65902233,-357.57422,-0.35512254,-357.17007,0.18486506,-407.9528,0.7016233,-815.1523,-0.5381688,-19.465042,0.7276155
16.595148,-0.85142446,-153.0477,0.4601488,90.24085,0.08360094,-382.6954,0.052640118,-432.44153,0.43997982,255.16284,-0.34809119
-322.3097,0.11593487,-459.614,-0.059184626,42.68309,0.4568912,246.90161,0.45587933,589.58044,0.47080317,-0.25536096,1.1230538
83.316086,0.77249455,411.08185,-1.3402207,387.6847,1.0724826,-122.18021,-0.25190833,-563.7122,-1.5525146,341.43488,1.0114523
-14.358578,1.577845,-124.57997,-0.06786939,228.41711,-0.40607885,-139.89836,-2.2463577,-973.0943,0.3524137,-205.65404,-2.7030087
500.46872,0.31769243,-418.36148,0.9816621,-73.28235,0.3466789,-414.58478,-0.98031247,-206.72672,0.49440688,-83.730934,1.4958895
289.3964,-1.2071061,1.3607512,-0.45469213,-77.48987,-0.6160651,299.5009,0.7827202,-415.00143,-1.7432513,-382.05136,1.92711
-486.6366,0.28678933,-121.66979,0.7196157,-219.22906,-0.20569296,549.5787,0.31818742,-549.14856,1.1353661,170.84886,-2.14371
296.91217,1.3917024,-585.5831,-2.0704498,-224.23602,0.58110857,182.44719,-0.8130885,468.99207,0.11874787,15.358076,-0.019936195
-328.4234,1.3606833,-138.47487,0.54575473,-812.9614,-0.9551468,-260.0307,1.3182876,-666.2211,-0.73141605,176.4949,-0.25752854
111.7684,2.0272813,-148.2614,0.20637354,-117.69482,0.37580863,442.63367,-1.0735016,-30.184334,0.9865279,255.45892,1.9266597
-57.90098,-1.2842605,778.08246,-1.181508,-65.55352,-0.90663004,-210.09328,-1.1214079,52.619865,-0.48491567,-539.1586,-1.7838849
-553.7212,1.069448,100.61129,0.46347433,-332.92563,-1.6431123,657.83405,1.6097836,-472.3134,-1.0224699,-708.94135,-0.76854926
234.37148,-1.169094,-92.19426,-0.34261876,37.127026,1.5226252,-765.8381,-0.62888956,-20.691229,-1.4811523,137.73102,0.5466054
-172.62357,0.33181065,263.5424,-0.20822948,-299.4074,-0.95358616,-384.25067,-0.10607549,273.28137,-1.5386941,-283.6226,-1.2965442
261.22675,1.0658363,-825.3181,-0.13498127,-994.24567,1.2546918,228.4881,0.9676568,-613.66644,-0.42052582,-16.962286,-1.0936939
-424.5233,-1.69763,-215.96506,-1.6846955,-29.94599,-0.3805372,846.8506,-0.71194875,-351.96954,-0.5022686,-53.558098,0.52313846
88.50981,-0.047858723,-50.27224,-1.494824,-240.12373,0.59258354,568.8814,0.13210994,-617.8273,-0.72835404,-172.78372,-0.11162777
549.71985,-0.8790493,-38.71229,-1.2457086,-629.46704,0.02350764,301.3606,-0.36754632,-78.65374,1.1985681,747.9433,-0.3564699
-291.5708,1.1194447,-678.0126,-0.63216823,810.2969,0.08362193,669.325,-0.40741032,318.0263,0.2633588,-324.86008,1.605095
-391.47372,1.0463184,-264.05112,-0.5064642,540.6305,-0.25878108,24.901026,0.38782096,-401.19095,0.16590637,-223.07285,-0.24277939
-253.16695,1.6331897,-461.75842,-0.6472366,-408.70438,2.0945694,424.41245,0.35714528,-658.831,1.3023355,-5.442417,-0.9869314
-303.54727,1.1607262,-656.94586,0.8751465,-219.53336,1.6296978,-183.07806,0.7714687,-691.47626,-1.1932913,-41.812263,-1.8409325
333.52377,-0.19527604,251.15045,-1.1830323,97.30964,1.0508275,-466.02884,-1.2977209,-32.60168,-0.11919207,905.5552,-0.50303364
854.2455,-1.1059479,21.571629,0.86343753,-662.86707,0.7883386,-67.53249,1.5218738,-345.92105,0.9724838,101.54164,-0.50160927
-494.9137,-1.7098695,253.30598,-0.12331288,-46.814262,-1.3464677,229.24568,0.47919765,-352.7158,0.7190326,-624.167,-0.37879986
-128.6655,-0.18957517,-855.55365,-1.1069095,-275.46362,1.6799475,1202.4023,0.23978315,427.04285,2.024196,118.14939,0.97483486
-564.541,1.7354431,639.21826,-0.11465467,-196.67982,-1.4991142,271.68674,-0.4366642,303.35617,-0.2353768,-355.07712,0.2480794
-132.70662,0.6860499,-259.49402,-0.041596543,-297.8754,0.71706384,-75.92761,-0.76439625,-301.66907,-1.0595759,-511.77133,-0.609422
65.398384,-0.8523208,458.52432,0.76641524,74.46735,-0.49205035,288.03427,1.031278,269.63107,-0.19053222,123.65862,0.47941634
-503.7151,-0.6882809,976.7533,0.8843845,278.20627,-0.28883255,-81.50958,0.7434716,-551.0454,0.14673485,145.14722,1.1898582
-214.2943,0.83248144,-460.8896,-0.69288415,348.40237,-1.2231286,198.33073,-0.83730894,-237.7241,0.9599162,-868.80035,-0.71640867
505.88535,-0.21336192,-585.393,-1.361006,558.7167,-0.30673903,569.97,-0.45210397,-324.81296,1.6272907,-368.86945,-0.85127276
527.71405,-0.56777465,-140.82724,0.43119425,8.967271,1.2278504,442.57336,0.04260369,-533.30896,1.8901386,29.224075,-0.7553225
135.3674,0.3125544,-133.49138,1.5015101,-345.62314,2.248408,365.95352,0.283272,-364.36838,1.6491137,-673.64075,0.9066811
-208.1592,0.29748866,342.41412,0.12575592,85.033035,-0.75406396,-710.3949,-1.4033852,222.59433,-0.85341144,806.58704,-1.6966255
